"num_incidents","avg_response","avg_speed","window_of_day"
"364","401.89392724913165","48.64872285201725","2"
"215","481.1823797139142","54.41039141742515","1"
"513","378.00438620389036","48.46915953795033","4"
"656","387.8326656067833","44.48773460519362","3"
