"num_incidents","avg_response","avg_speed","day_of_week"
"226","433.237326763166","46.47254819833691","Tue"
"236","379.7148835838491","47.64481049218969","Mon"
"260","417.78383579217444","46.39437566816327","Wed"
"252","385.42585910175984","47.506928329539704","Thu"
"276","404.76490837298775","47.16351118760749","Fri"
"244","402.95434832230086","50.149893289203305","Sun"
"254","372.9091506489239","48.86033185477242","Sat"
