"num_incidents","avg_response","avg_speed","day_of_week"
"318","415.6383647798742","44.73492924528295","Sat"
"278","388.78776978417267","43.99686650679453","Tue"
"276","431.4733978234583","47.99202237001204","Sun"
"316","424.503164556962","42.315753340365646","Fri"
"304","423.4736842105263","41.198775584795264","Thu"
"296","412.1554054054054","42.53136026651645","Wed"
"259","388.9150579150579","43.935733590733534","Mon"
