"num_incidents","avg_response","avg_speed","day"
"2","459.0","49.727430555555564","1"
"1","173.0","38.68875","2"
"3","480.6666666666667","50.03893518518518","3"
"3","403.0","43.762361111111105","4"
"5","363.2","41.85133333333333","5"
"2","247.5","47.99027777777778","6"
"5","374.2","40.65697222222222","8"
"4","128.0","47.61625","9"
"2","319.0","57.095","10"
"1","83.0","53.00430555555556","11"
"8","454.5","40.036267361111115","12"
"5","343.6","42.10630555555556","13"
"3","401.6666666666667","53.83467592592593","14"
"2","698.5","40.68743055555555","15"
"3","295.0","39.89064814814814","16"
"9","318.8888888888889","35.546265432098764","17"
"7","344.85714285714283","34.44384920634921","18"
"9","405.0","55.12151234567902","19"
"1","239.0","48.180555555555564","20"
"4","520.0","40.24715277777777","21"
"5","549.6","46.55747222222221","22"
"8","486.625","43.80569444444445","23"
"3","468.3333333333333","26.76240740740741","24"
"6","427.8333333333333","47.83337962962964","25"
"3","562.6666666666666","39.69555555555554","26"
"7","213.28571428571428","53.34335317460318","27"
"6","276.3333333333333","43.01328703703704","28"
"4","547.0","54.71690972222222","29"
"7","397.42857142857144","50.704047619047614","30"
"8","464.25","44.72670138888889","31"
"6","661.1666666666666","46.703495370370376","32"
"1","455.0","35.52347222222224","33"
"2","378.5","44.63000000000001","35"
"1","334.0","26.916388888888896","36"
"12","398.1666666666667","41.94486111111111","37"
"10","381.8","36.09659722222222","38"
"2","468.5","46.24763888888887","39"
"5","473.4","46.82519444444444","40"
"6","261.8333333333333","41.01747685185186","41"
"3","446.3333333333333","31.849027777777774","42"
"9","336.3333333333333","50.83876543209878","43"
"8","259.0","54.21800347222222","44"
"4","301.25","55.07659722222221","45"
"6","325.8333333333333","43.81134259259258","46"
"6","342.0","43.78951388888889","47"
"11","515.9090909090909","60.032436868686865","48"
"3","331.6666666666667","46.64222222222221","49"
"5","548.4","50.019944444444455","50"
"12","384.25","36.28421296296296","51"
"2","517.5","56.39319444444444","52"
"7","393.42857142857144","49.21089285714286","53"
"8","412.25","50.076406250000005","54"
"5","485.6","49.058499999999995","55"
"2","431.0","42.292430555555555","56"
"2","630.5","51.08736111111111","57"
"6","291.3333333333333","37.58893518518517","58"
"2","226.5","33.031180555555565","59"
"4","625.25","49.861180555555556","60"
"4","366.0","34.1629861111111","61"
"4","391.75","55.83513888888888","62"
"3","384.3333333333333","32.04981481481481","63"
"8","392.375","35.89520833333333","64"
"9","454.55555555555554","46.63174382716048","65"
"4","520.75","36.697812500000005","66"
"10","320.9","34.21758333333334","67"
"11","324.0","52.68300505050505","68"
"8","474.7608695652174","32.65681159420289","69"
"3","221.33333333333334","39.197361111111114","70"
"1","421.0","66.76708333333333","72"
"5","300.2","42.1356111111111","73"
"6","821.6666666666666","34.74962962962963","74"
"8","377.875","37.58802083333333","75"
"4","467.75","43.49201388888889","76"
"4","317.5","39.51972222222222","77"
"5","390.8","50.71636111111112","78"
"2","329.5","17.318541666666665","79"
"5","395.2","43.945527777777784","80"
"7","325.85714285714283","37.167638888888895","81"
"3","537.3333333333334","47.75699074074074","82"
"1","474.0","22.81027777777778","83"
"5","352.8","46.04480555555555","84"
"5","475.2","40.615916666666664","85"
"7","186.28571428571428","34.22311507936507","86"
"5","513.0","45.82269444444444","87"
"5","361.0","35.146","88"
"6","289.1666666666667","43.58395833333333","89"
"2","319.0","44.558055555555555","90"
"1","434.0","20.398194444444442","91"
"3","621.3333333333334","44.50476851851853","92"
"2","906.0","44.88729166666667","93"
"6","357.0","52.77710648148147","94"
"7","281.2857142857143","36.2217261904762","95"
"7","493.42857142857144","52.23873015873016","96"
"8","255.75","44.5326388888889","97"
"15","402.53333333333336","49.984111111111105","98"
"7","439.42857142857144","44.79152777777779","99"
"9","397.3333333333333","33.42101851851852","100"
"1","183.0","22.447361111111107","101"
"3","230.33333333333334","37.87504629629629","102"
"6","321.5","51.94641203703704","103"
"13","436.0769230769231","46.82114316239316","104"
"3","427.6666666666667","41.893796296296294","105"
"4","453.5","46.00437500000001","106"
"6","342.1666666666667","41.25011574074074","107"
"9","397.3333333333333","44.21484567901235","108"
"11","416.90909090909093","41.86575757575758","109"
"6","351.6666666666667","36.264768518518515","111"
"5","263.2","40.222888888888875","112"
"5","500.6","41.66366666666665","113"
"4","582.5","37.427326388888886","114"
"9","447.6666666666667","44.89827160493826","115"
"3","446.0","51.58958333333333","116"
"7","503.57142857142856","45.79446428571429","117"
"6","436.0","46.89608796296296","118"
"7","349.85714285714283","37.78476190476191","119"
"3","210.33333333333334","37.09634259259259","120"
"5","384.6","36.14427777777777","121"
"2","347.0","27.080486111111107","122"
"7","280.14285714285717","34.83607142857143","123"
"5","574.0","38.564944444444436","124"
"1","200.0","31.905833333333337","125"
"3","261.6666666666667","56.499814814814805","126"
"7","533.5714285714286","39.612162698412696","127"
"5","512.2","44.59555555555555","128"
"9","392.22222222222223","38.91601851851852","129"
"2","330.0","67.37722222222222","130"
"8","516.75","37.55625","131"
"9","391.44444444444446","50.15095679012346","132"
"7","569.5714285714286","41.60605158730158","133"
"4","261.25","41.40270833333334","134"
"4","534.5","50.45253472222224","135"
"6","419.3333333333333","36.95090277777777","136"
"7","389.7142857142857","28.472162698412692","137"
"8","376.25","39.480677083333326","138"
"4","312.25","48.67520833333332","139"
"6","532.8333333333334","38.677407407407415","140"
"3","149.0","40.09199074074075","141"
"5","489.6","49.72599999999999","142"
"7","310.7142857142857","35.593670634920635","143"
"1","661.0","60.11361111111111","144"
"3","285.6666666666667","46.92592592592591","145"
"2","629.5","51.86090277777779","146"
"1","210.0","28.577361111111113","147"
"6","384.5","39.23900462962964","148"
"3","428.6666666666667","51.24703703703704","149"
"6","579.3333333333334","41.86537037037037","150"
"9","722.2222222222222","45.28540123456791","151"
"6","361.0","43.79055555555555","152"
"4","425.5","39.21493055555555","153"
"8","380.5","54.37798611111111","154"
"1","544.0","59.38222222222222","155"
"10","629.5","43.30243055555555","156"
"8","325.625","37.205885416666675","157"
"13","321.15384615384613","49.83742521367522","158"
"4","363.25","57.071909722222216","159"
"8","483.25","59.16133680555556","160"
"6","294.6666666666667","49.98652777777776","161"
"3","58.666666666666664","57.07083333333334","162"
"10","381.7","43.154777777777774","163"
"8","628.75","43.20102430555554","164"
"3","634.0","45.199120370370345","165"
"4","458.5","37.919374999999995","166"
"5","317.0","29.948555555555558","167"
"6","423.0","48.925023148148156","168"
"11","286.0","56.33458333333333","169"
"9","447.1111111111111","43.96766975308643","170"
"4","338.5","43.985208333333325","171"
"10","528.6","51.68109722222221","172"
"7","437.85714285714283","43.10017857142858","173"
"7","506.14285714285717","49.33119047619048","174"
"5","366.6","45.85208333333333","175"
"11","309.09090909090907","42.991856060606054","176"
"2","578.5","54.361666666666665","177"
"6","322.6666666666667","45.60444444444444","178"
"9","518.2222222222222","37.8836111111111","179"
"6","462.0","58.28446759259259","180"
"3","419.6666666666667","48.60722222222222","181"
"2","496.0","58.10152777777777","182"
"7","329.14285714285717","35.30478174603175","183"
"6","548.8333333333334","58.42388888888887","184"
"2","453.0","28.48902777777778","185"
"3","380.3333333333333","38.74907407407408","186"
"4","364.75","51.46996527777779","187"
"12","361.3333333333333","53.36520833333334","188"
"7","336.14285714285717","46.67581349206348","189"
"4","534.25","50.22079861111108","190"
"3","497.6666666666667","37.58865740740738","191"
"9","442.77777777777777","39.01199074074074","192"
"3","425.0","33.27995370370371","193"
"10","454.0","49.69527777777778","194"
"2","437.0","40.74069444444445","195"
"3","485.0","55.460694444444435","196"
"4","431.0","57.394722222222235","197"
"7","549.7142857142857","49.91982142857142","198"
"2","117.0","33.98541666666668","199"
"5","219.6","47.08733333333332","200"
"6","257.1666666666667","33.05641203703704","201"
