"id_original","latitude","longitude","emdcardnumber","time_utc","time_local","response_time_sec","weekend_or_not","geometry","incident_id","dist_to_seg","xdsegid","month","hour_of_day","day","window_of_day","day_of_week","window_id","xd_id","measurement_tstamp","measurement_tstamp_str","speed","average_speed","reference_speed","travel_time_seconds","confidence_score","cvalue","congestion","extreme_congestion","year","segid","roadname","xdgroup","win_id","precip","temp","vis","wind_spd"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","15:00.0","7/25/2019 15:15","23.01","34.0","41.0","33.04","30.0","94.0","0.438780488","0.323235294","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","10:00.0","7/25/2019 15:10","8.57","35.0","41.0","88.67","30.0","31.0","0.79097561","0.755142857","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","05:00.0","7/25/2019 15:05","8.33","35.0","41.0","91.21","30.0","8.0","0.796829268","0.762","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","00:00.0","7/25/2019 15:00","18.95","35.0","41.0","40.11","30.0","84.0","0.537804878","0.458571429","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","55:00.0","7/25/2019 14:55","29.06","35.0","41.0","26.16","30.0","100.0","0.291219512","0.169714286","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","50:00.0","7/25/2019 14:50","29.88","35.0","41.0","25.44","30.0","100.0","0.271219512","0.146285714","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","45:00.0","7/25/2019 14:45","34.1","35.0","41.0","22.29","30.0","100.0","0.168292683","0.025714286","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","40:00.0","7/25/2019 14:40","21.65","37.0","41.0","35.11","30.0","90.0","0.47195122","0.414864865","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","35:00.0","7/25/2019 14:35","20.79","37.0","41.0","36.55","30.0","85.0","0.492926829","0.438108108","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","30:00.0","7/25/2019 14:30","23.54","37.0","41.0","32.29","30.0","95.0","0.425853659","0.363783784","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","25:00.0","7/25/2019 14:25","29.85","39.0","41.0","25.47","30.0","86.0","0.27195122","0.234615385","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","20:00.0","7/25/2019 14:20","36.17","39.0","41.0","21.01","30.0","100.0","0.117804878","0.072564103","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","15:00.0","7/25/2019 14:15","48.78","39.0","41.0","15.58","30.0","24.0","0.0","0.0","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","10:00.0","7/25/2019 14:10","38.5","41.0","41.0","19.74","30.0","57.0","0.06097561","0.06097561","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","05:00.0","7/25/2019 14:05","13.45","41.0","41.0","56.52","30.0","92.0","0.67195122","0.67195122","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","00:00.0","7/25/2019 14:00","14.51","41.0","41.0","52.37","30.0","90.0","0.646097561","0.646097561","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","55:00.0","7/25/2019 13:55","17.37","41.0","41.0","43.77","30.0","92.0","0.576341463","0.576341463","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","50:00.0","7/25/2019 13:50","19.0","41.0","41.0","40.0","30.0","91.0","0.536585366","0.536585366","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","45:00.0","7/25/2019 13:45","11.72","41.0","41.0","64.85","30.0","82.0","0.714146341","0.714146341","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","40:00.0","7/25/2019 13:40","10.0","41.0","41.0","76.01","30.0","54.0","0.756097561","0.756097561","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","35:00.0","7/25/2019 13:35","13.63","41.0","41.0","55.78","30.0","73.0","0.667560976","0.667560976","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","30:00.0","7/25/2019 13:30","31.19","41.0","41.0","24.36","30.0","100.0","0.239268293","0.239268293","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","25:00.0","7/25/2019 13:25","30.39","40.0","41.0","25.01","30.0","100.0","0.258780488","0.24025","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","20:00.0","7/25/2019 13:20","31.9","40.0","41.0","23.83","30.0","100.0","0.22195122","0.2025","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","15:00.0","7/25/2019 13:15","34.0","40.0","41.0","22.35","30.0","100.0","0.170731707","0.15","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","10:00.0","7/25/2019 13:10","34.0","40.0","41.0","22.35","30.0","100.0","0.170731707","0.15","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","05:00.0","7/25/2019 13:05","31.48","40.0","41.0","24.14","30.0","100.0","0.232195122","0.213","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","00:00.0","7/25/2019 13:00","34.34","40.0","41.0","22.13","30.0","100.0","0.162439024","0.1415","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","55:00.0","7/25/2019 12:55","39.0","41.0","41.0","19.49","30.0","100.0","0.048780488","0.048780488","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","50:00.0","7/25/2019 12:50","38.17","41.0","41.0","19.91","30.0","100.0","0.06902439","0.06902439","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","45:00.0","7/25/2019 12:45","32.11","41.0","41.0","23.67","30.0","100.0","0.216829268","0.216829268","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","40:00.0","7/25/2019 12:40","19.09","42.0","41.0","39.81","30.0","98.0","0.534390244","0.54547619","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","35:00.0","7/25/2019 12:35","18.0","42.0","41.0","42.23","30.0","96.0","0.56097561","0.571428571","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","30:00.0","7/25/2019 12:30","18.0","42.0","41.0","42.23","30.0","94.0","0.56097561","0.571428571","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","25:00.0","7/25/2019 12:25","42.0","42.0","41.0","18.1","20.0",,"0.0","0.0","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","20:00.0","7/25/2019 12:20","42.0","42.0","41.0","18.1","20.0",,"0.0","0.0","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","15:00.0","7/25/2019 12:15","25.0","42.0","41.0","30.4","30.0","99.0","0.390243902","0.404761905","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","10:00.0","7/25/2019 12:10","25.0","43.0","41.0","30.4","30.0","98.0","0.390243902","0.418604651","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","05:00.0","7/25/2019 12:05","25.0","43.0","41.0","30.4","30.0","96.0","0.390243902","0.418604651","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5d3a2e6495fad06b711ceae0)","36.2061149","-86.87037263","29B5","29:16.1","29:16.1","0","0","POINT (-86.87037263 36.206114899999996)","14148","11.524229","1520000000","7","17","206","3","Thu","2019.206.3","1524484032","00:00.0","7/25/2019 12:00","25.36","43.0","41.0","29.97","28.0","85.0","0.381463415","0.410232558","2019","1524484032","24","6518895","2019.206.3","0.0","28.859999999999992","16.0","3.156666666666665"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","55:00.0","2/19/2019 17:55","49.56","56.0","61.0","43.7","30.0","97.0","0.187540984","0.115","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","50:00.0","2/19/2019 17:50","52.39","56.0","61.0","41.35","30.0","100.0","0.141147541","0.064464286","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","45:00.0","2/19/2019 17:45","52.39","56.0","61.0","41.35","30.0","100.0","0.141147541","0.064464286","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","40:00.0","2/19/2019 17:40","51.18","53.0","61.0","42.32","30.0","100.0","0.160983607","0.034339623","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","35:00.0","2/19/2019 17:35","47.36","53.0","61.0","45.73","30.0","57.0","0.223606557","0.106415094","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","30:00.0","2/19/2019 17:30","52.4","53.0","61.0","41.34","30.0","100.0","0.140983607","0.011320755","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","25:00.0","2/19/2019 17:25","52.6","51.0","61.0","41.18","30.0","100.0","0.137704918","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","20:00.0","2/19/2019 17:20","49.97","51.0","61.0","43.35","30.0","100.0","0.180819672","0.020196078","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","15:00.0","2/19/2019 17:15","39.0","51.0","61.0","55.54","30.0","100.0","0.360655738","0.235294118","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","10:00.0","2/19/2019 17:10","44.41","50.0","61.0","48.77","28.0","100.0","0.271967213","0.1118","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","05:00.0","2/19/2019 17:05","58.4","50.0","61.0","37.09","30.0","100.0","0.042622951","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","00:00.0","2/19/2019 17:00","58.0","50.0","61.0","37.35","30.0","100.0","0.049180328","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","55:00.0","2/19/2019 16:55","55.57","49.0","61.0","38.98","30.0","100.0","0.089016393","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","50:00.0","2/19/2019 16:50","53.8","49.0","61.0","40.26","30.0","100.0","0.118032787","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","45:00.0","2/19/2019 16:45","53.8","49.0","61.0","40.26","30.0","100.0","0.118032787","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","40:00.0","2/19/2019 16:40","54.19","50.0","61.0","39.97","30.0","100.0","0.111639344","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","35:00.0","2/19/2019 16:35","49.45","50.0","61.0","43.8","30.0","97.0","0.189344262","0.011","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","30:00.0","2/19/2019 16:30","43.14","50.0","61.0","50.21","30.0","83.0","0.292786885","0.1372","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","25:00.0","2/19/2019 16:25","50.17","51.0","61.0","43.17","30.0","95.0","0.177540984","0.01627451","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","20:00.0","2/19/2019 16:20","53.76","51.0","61.0","40.29","30.0","100.0","0.118688525","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","15:00.0","2/19/2019 16:15","51.57","51.0","61.0","42.0","30.0","100.0","0.154590164","0.0","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","10:00.0","2/19/2019 16:10","49.24","53.0","61.0","43.99","30.0","89.0","0.192786885","0.070943396","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
"ObjectId(5c746cdd95fad031ccb9272d)","36.20419523","-86.87002014","29A2","18:45.3","18:45.3","1031","0","POINT (-86.87002014 36.20419523)","9386","2.6658325","1520000000","2","15","50","3","Tue","2019.50.3","1524322911","05:00.0","2/19/2019 16:05","31.25","53.0","61.0","69.31","30.0","98.0","0.487704918","0.410377358","2019","1524322911","BRILEY PKWY","3177297","2019.50.3","0.85","3.5933333333333324","11.933333333333334","3.909999999999999"
