"num_incident","temp_range","avg_response","avg_speed","avg_congestion"
"386","-1","400.97668393782385","37.95402752810969","0.11222674797941266"
"3214","0","381.3453640323584","36.960817155673716","0.11476722882658232"
"4383","1","372.6390600045631","36.50840666420556","0.11988138194677214"
"5294","2","361.5521344918776","37.19889814320872","0.11488573886029091"
"1299","3","367.75365665896845","33.70927520048498","0.16693998197997825"
