"num_incident","visibility_range","avg_response","avg_speed","avg_congestion"
"35","1","395.57142857142856","36.226444444444446","0.15238199723492066"
"129","2","394.31007751937983","38.556830782113174","0.13733892163142258"
"152","3","387.67763157894734","42.992674358718766","0.08822663927728769"
"381","4","404.8608923884514","38.65639107611548","0.12406071138848788"
"528","5","389.68939393939394","39.36951397954556","0.11541507358445087"
"873","6","401.32531500572736","39.48113975935025","0.11161107321391538"
"1817","7","367.41166758392956","38.26598820642368","0.11852228568035436"
"10661","8","366.18300347059375","35.82120020990693","0.12242972924747983"
